,,UNICEF GLOBAL DATABASES [data.unicef.org],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child Mortality Estimates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country-specific Neonatal mortality rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimates generated by the UN Inter-agency Group for Child Mortality Estimation (UN IGME) in 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downloaded from http://data.unicef.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prepared by the Data and Analytics Section; Division of Data, Analytics, Planning and Monitoring, UNICEF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contact us:  data@unicef.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last update: 9 September 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO.Code,Country.Name,Uncertainty.Bounds*,1950.5,1951.5,1952.5,1953.5,1954.5,1955.5,1956.5,1957.5,1958.5,1959.5,1960.5,1961.5,1962.5,1963.5,1964.5,1965.5,1966.5,1967.5,1968.5,1969.5,1970.5,1971.5,1972.5,1973.5,1974.5,1975.5,1976.5,1977.5,1978.5,1979.5,1980.5,1981.5,1982.5,1983.5,1984.5,1985.5,1986.5,1987.5,1988.5,1989.5,1990.5,1991.5,1992.5,1993.5,1994.5,1995.5,1996.5,1997.5,1998.5,1999.5,2000.5,2001.5,2002.5,2003.5,2004.5,2005.5,2006.5,2007.5,2008.5,2009.5,2010.5,2011.5,2012.5,2013.5,2014.5,2015.5,2016.5,2017.5,2018.5,2019.5
AFG,Afghanistan,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.3826,68.3681,67.2807,66.3543,65.2430,64.0804,62.9264,61.6683,60.4893,59.4036,58.3550,57.2797,56.2027,55.2894,54.2137,53.1361,52.0349,50.8517,49.6128,48.3803,46.9812,45.6080,44.0958,42.5647,40.9679,39.3933,37.7299,36.0382,34.3399,32.5867,30.9539,29.3408,27.7725
AFG,Afghanistan,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7558,77.2165,75.7279,74.3107,72.9034,71.4309,69.9102,68.4420,67.0496,65.6711,64.3448,63.0721,61.8502,60.6273,59.4359,58.2014,56.9444,55.6444,54.2683,52.8926,51.4964,50.0951,48.6373,47.2009,45.7621,44.3712,42.9949,41.6161,40.2705,39.0523,37.9776,36.8932,35.8629
AFG,Afghanistan,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.7060,87.4557,85.2816,83.1244,81.1713,79.3298,77.5828,75.8737,74.0930,72.4658,70.9246,69.4892,68.1325,66.6770,65.3858,64.0206,62.6206,61.1419,59.6034,58.0705,56.5370,55.0571,53.6846,52.2856,51.0706,49.8729,48.8017,47.8606,46.9401,46.1707,45.5961,45.2804,45.1762
ALB,Albania,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2726,13.1694,12.9886,12.6470,12.2688,11.9584,11.4857,11.0250,10.6577,10.3473,10.0956,9.7626,9.6139,9.5272,9.6359,9.9095,10.0361,10.0636,10.0717,10.0344,10.0815,9.8653,9.5679,9.3257,9.2738,9.5211,9.4915,9.0024,8.2796,7.4196,6.6126,5.9477,5.5891,5.4069,5.3359,5.3602,5.4916,5.8196,6.2449,6.6373,6.8961
ALB,Albania,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0889,21.5178,19.9550,18.5915,17.2614,16.1563,15.1991,14.4914,13.9596,13.4516,12.9772,12.6025,12.3813,12.3243,12.3216,12.3903,12.4776,12.5853,12.6500,12.6547,12.5215,12.1927,11.8238,11.4488,11.1304,10.8972,10.5589,9.9658,9.1711,8.2653,7.3732,6.6615,6.2265,6.0069,5.9097,5.9020,6.0322,6.3302,6.7361,7.1562,7.5208
ALB,Albania,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7746,34.2384,30.1274,26.5835,23.6448,21.3875,19.8566,18.7549,17.9313,17.1807,16.3653,15.8200,15.4776,15.3465,15.2531,15.2308,15.3642,15.5081,15.5721,15.5751,15.2816,14.7504,14.1364,13.4786,12.8788,12.2159,11.6080,10.8996,10.0515,9.0941,8.1301,7.3705,6.8650,6.5998,6.4800,6.4245,6.5367,6.8174,7.2213,7.6778,8.1691
DZA,Algeria,Lower,,,,,,,,,,,,,,,,,,,,61.9090,60.3979,58.2427,55.6919,53.1042,51.0570,48.4634,46.5043,44.8267,43.4149,42.1158,39.9390,37.8250,35.5151,32.6815,29.6626,26.5373,24.3901,22.9577,22.0282,21.3429,20.6479,20.2312,19.9058,19.5640,19.3362,19.0586,18.9936,19.0582,19.0724,19.1480,18.9913,18.7921,18.5431,18.3167,18.2257,18.0653,18.1077,18.1257,17.9058,17.4391,16.8657,16.4988,16.2562,15.7757,15.0219,14.4038,14.4570,14.9536,15.4442,15.5977
DZA,Algeria,Median,,,,,,,,,,,,,,,,,,,,75.1872,73.0587,70.3228,67.2759,63.8451,60.6247,57.4998,54.7100,52.1481,49.9728,48.0011,45.8713,43.2195,40.1011,36.6214,33.0427,29.9174,27.4154,25.6450,24.4678,23.7321,23.2499,22.8565,22.4556,22.0636,21.6867,21.3892,21.1949,21.1361,21.1151,21.1027,21.0479,20.8831,20.6352,20.3775,20.1201,19.8760,19.6551,19.3671,18.9011,18.1742,17.5112,17.1368,16.8707,16.3972,15.6392,15.0482,15.0660,15.5403,16.0350,16.2835
DZA,Algeria,Upper,,,,,,,,,,,,,,,,,,,,90.7477,88.0362,84.7697,80.4179,75.8813,71.3200,67.6485,63.8217,60.1070,56.9829,54.2684,52.0337,48.9264,45.0003,40.7055,36.6041,33.3676,30.5624,28.4743,27.0415,26.2455,26.0287,25.6857,25.2682,24.8000,24.2531,23.8011,23.4567,23.2818,23.1628,23.0607,23.0721,22.9435,22.7413,22.4510,21.9974,21.6615,21.1772,20.5828,19.8740,18.9178,18.1669,17.7565,17.4736,17.0021,16.2459,15.6775,15.6712,16.1279,16.6160,16.9760
AND,Andorra,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6351,1.6797,1.7278,1.7726,1.8046,1.8575,1.8590,1.8870,1.9111,1.9116,1.9098,1.8747,1.8325,1.7593,1.6899,1.6047,1.4822,1.3659,1.2666,1.1545,1.0601,0.9667,0.8764,0.7924,0.7009,0.6218,0.5562,0.4885,0.4383,0.4029,0.3732
AND,Andorra,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3878,7.0004,6.6063,6.2198,5.9029,5.5741,5.2296,4.9385,4.6768,4.4160,4.1550,3.9048,3.6831,3.4492,3.2574,3.0787,2.9133,2.7405,2.5785,2.4253,2.2994,2.1873,2.0819,1.9825,1.8928,1.8049,1.7104,1.6253,1.5555,1.4806,1.4254
AND,Andorra,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6483,27.5190,24.0848,21.0016,18.1839,16.0137,14.1270,12.4260,11.0187,9.8020,8.7692,7.9048,7.2146,6.6152,6.1138,5.7124,5.3704,5.1195,4.9325,4.8059,4.7628,4.7763,4.8142,4.9045,5.0147,5.1445,5.2664,5.4238,5.5109,5.5298,5.5465
AGO,Angola,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1296,43.6605,44.1938,44.4403,44.4780,44.7101,44.7409,44.5856,44.2143,43.4637,42.7536,41.8648,40.6825,39.5490,37.9226,36.4453,34.7258,32.7428,30.9296,28.9165,26.8059,24.5779,22.5060,20.4236,18.4577,16.9349,15.6454,14.5475,13.7046,12.8276,12.1656
AGO,Angola,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2874,53.2729,53.3340,53.3623,53.3258,53.3425,53.1960,52.8799,52.5088,51.8653,51.1236,50.2843,49.2404,47.9473,46.6340,45.1695,43.6084,41.9708,40.4350,38.9821,37.5860,36.2039,34.8950,33.6784,32.6590,31.5876,30.6335,29.7773,29.0027,28.2521,27.5735
AGO,Angola,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6221,65.7925,65.1823,64.6238,64.3405,64.1242,63.6184,63.0443,62.3296,61.8762,61.2776,60.3801,59.3567,57.8810,56.5645,55.1055,53.7290,52.7855,51.9213,51.7080,51.2227,51.3516,51.5816,51.9012,52.5309,53.2384,53.2744,53.4230,53.5830,53.6176,53.6973
ATG,Antigua and Barbuda,Lower,,,,,,,,,,,,,,,,,,,,,,14.1934,13.2789,12.5402,11.8583,11.2677,10.6481,9.9637,9.2598,8.5901,7.9995,7.4764,7.0560,6.6876,6.4436,6.3303,6.2712,6.3312,6.4795,6.6971,6.9493,7.2242,7.5425,7.8861,8.1827,8.4194,8.5642,8.6498,8.6514,8.5824,8.4643,8.2771,8.0495,7.7791,7.4268,7.0549,6.6253,6.2083,5.7812,5.3651,4.9816,4.5986,4.2355,3.9062,3.5793,3.3102,3.0523,2.8320,2.6368,2.4611
ATG,Antigua and Barbuda,Median,,,,,,,,,,,,,,,,,,,,,,16.2372,15.1034,14.2153,13.4681,12.8129,12.1496,11.4423,10.6886,9.9606,9.2908,8.6981,8.1993,7.8071,7.5360,7.3888,7.3676,7.4436,7.6100,7.8417,8.1164,8.4248,8.7697,9.1069,9.4043,9.6545,9.8153,9.8767,9.8588,9.7822,9.6371,9.4326,9.1843,8.8972,8.5420,8.1312,7.6857,7.2196,6.7503,6.2948,5.8570,5.4470,5.0847,4.7622,4.4975,4.2808,4.1041,3.9402,3.7937,3.6480
ATG,Antigua and Barbuda,Upper,,,,,,,,,,,,,,,,,,,,,,18.3699,17.0704,16.0812,15.2643,14.5337,13.8332,13.0621,12.2622,11.4757,10.7337,10.0731,9.5143,9.0875,8.7832,8.6281,8.6168,8.7129,8.9124,9.1567,9.4478,9.7688,10.1001,10.4362,10.7446,10.9937,11.1526,11.2221,11.1798,11.0796,10.9084,10.7423,10.4741,10.1735,9.7988,9.3479,8.8735,8.3644,7.8313,7.3228,6.8301,6.3899,6.0342,5.7778,5.5957,5.4697,5.4052,5.3644,5.3486,5.3460
ARG,Argentina,Lower,,,,,,,,,,,,,,,,,,,,,23.3352,22.2694,20.7093,19.8376,19.5602,20.2167,21.2803,21.4666,20.7484,19.4882,17.9385,16.5082,15.5760,15.3134,15.5333,16.0773,16.5671,16.5081,15.8420,14.9980,14.4374,14.2194,14.1774,14.1373,13.8021,13.0407,12.0585,11.2195,10.7424,10.5619,10.6011,10.6518,10.4655,9.9990,9.4047,8.8910,8.4757,8.1085,7.7875,7.5327,7.4178,7.3479,7.2222,7.0126,6.7319,6.4405,6.1870,6.0288,5.9223,5.7043
ARG,Argentina,Median,,,,,,,,,,,,,,,,,,,,,24.8512,24.3362,23.6970,22.9813,22.5077,22.4666,22.5783,22.3435,21.5089,20.1876,18.5752,17.0938,16.1342,15.8376,16.0450,16.5766,17.0483,16.9962,16.3268,15.4824,14.9045,14.6740,14.6341,14.5728,14.2314,13.4467,12.4420,11.5900,11.0913,10.9005,10.9358,10.9792,10.7929,10.3040,9.7044,9.1781,8.7495,8.3730,8.0360,7.7860,7.6557,7.5782,7.4517,7.2272,6.9432,6.6434,6.3843,6.2277,6.1601,6.0822
ARG,Argentina,Upper,,,,,,,,,,,,,,,,,,,,,26.4571,26.4796,26.7092,26.1507,25.5013,24.7615,23.9299,23.2827,22.3127,20.9014,19.2198,17.6798,16.6816,16.3518,16.5583,17.0786,17.5535,17.5102,16.8106,15.9596,15.3789,15.1502,15.1063,15.0185,14.6729,13.8631,12.8370,11.9708,11.4488,11.2608,11.2759,11.3078,11.1151,10.6019,10.0005,9.4615,9.0242,8.6395,8.2877,8.0370,7.9010,7.8197,7.6861,7.4438,7.1541,6.8413,6.5851,6.4327,6.4135,6.4820
ARM,Armenia,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5884,21.4376,21.1140,20.7647,20.4824,20.2947,20.1804,20.1608,20.1912,20.1959,20.1696,20.4732,19.8037,19.5159,19.1136,18.7273,18.2206,17.6937,17.1144,16.5592,16.0217,15.4162,14.8469,14.2611,13.6750,12.9822,12.2520,11.5743,10.9268,10.2909,9.7079,9.1094,8.5599,8.0092,7.4926,7.0046,6.5672,6.1383,5.7312,5.3484,4.9734,4.6444,4.3354
ARM,Armenia,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6908,27.0087,26.3615,25.7536,25.2265,24.7666,24.4227,24.1462,23.8910,23.6464,23.4132,23.6196,22.8380,22.4738,22.0445,21.5384,20.9691,20.3141,19.6305,18.9654,18.3292,17.6911,17.0529,16.4448,15.8569,15.1027,14.3532,13.6461,12.9846,12.3288,11.7331,11.1742,10.6228,10.0916,9.5984,9.1070,8.6504,8.2131,7.8206,7.4380,7.0622,6.7185,6.4044
ARM,Armenia,Upper,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5423,33.1515,31.9840,30.9307,30.0458,29.3280,28.7488,28.1852,27.7832,27.4644,27.0457,27.2473,26.5104,26.1863,25.6956,24.9975,24.3334,23.5268,22.6708,21.7940,20.9553,20.2134,19.5152,18.8064,18.1801,17.2894,16.5103,15.7892,15.1031,14.4933,13.9150,13.4222,12.9435,12.4542,12.0213,11.6013,11.2012,10.7794,10.3844,10.0432,9.6771,9.3699,9.0744
AUS,Australia,Lower,,,,,,,,,,,,,,,,,,,12.5282,12.4150,12.2599,12.0333,11.7218,11.3202,10.7763,10.1199,9.3666,8.6115,7.9347,7.3242,6.8406,6.4569,6.1556,5.9227,5.7109,5.5165,5.3186,5.1049,4.8948,4.6800,4.4828,4.2883,4.0965,3.9133,3.7452,3.6215,3.5331,3.4788,3.4560,3.4331,3.4106,3.3748,3.3259,3.2666,3.1915,3.1155,3.0330,2.9422,2.8499,2.7450,2.6397,2.5321,2.4349,2.3604,2.3032,2.2691,2.2482,2.2298,2.1952,2.1309
AUS,Australia,Median,,,,,,,,,,,,,,,,,,,12.9062,12.7863,12.6178,12.3861,12.0669,11.6481,11.0995,10.4094,9.6404,8.8711,8.1655,7.5536,7.0596,6.6712,6.3663,6.1216,5.9090,5.7072,5.5025,5.2898,5.0668,4.8453,4.6374,4.4379,4.2402,4.0472,3.8777,3.7449,3.6537,3.5967,3.5692,3.5505,3.5251,3.4857,3.4359,3.3751,3.3042,3.2250,3.1381,3.0453,2.9456,2.8398,2.7269,2.6163,2.5198,2.4425,2.3856,2.3475,2.3248,2.3118,2.2987,2.2787
AUS,Australia,Upper,,,,,,,,,,,,,,,,,,,13.3002,13.1625,12.9919,12.7474,12.4211,11.9778,11.4205,10.7026,9.9163,9.1396,8.4107,7.7926,7.2796,6.8856,6.5731,6.3197,6.1091,5.8992,5.6922,5.4766,5.2410,5.0206,4.7956,4.5900,4.3839,4.1794,4.0063,3.8683,3.7760,3.7200,3.6838,3.6663,3.6369,3.5989,3.5515,3.4877,3.4190,3.3366,3.2448,3.1460,3.0412,2.9346,2.8175,2.7025,2.6058,2.5258,2.4682,2.4273,2.4042,2.3946,2.4060,2.4373
AUT,Austria,Lower,,,,,,26.9758,26.1608,25.3872,24.5330,23.6999,22.8252,21.9465,21.1628,20.4490,19.9479,19.5223,19.0654,18.6179,18.2479,18.1937,18.2957,18.2890,18.0247,17.2558,15.9995,14.4127,12.7696,11.3087,10.0758,9.2033,8.5675,8.0463,7.5864,7.1397,6.7260,6.2897,5.8222,5.3586,4.9246,4.6204,4.3863,4.1782,3.9836,3.7710,3.5647,3.3574,3.1835,3.0645,2.9782,2.9417,2.9276,2.9088,2.8890,2.8423,2.7758,2.6880,2.6024,2.5333,2.4686,2.4178,2.3700,2.3166,2.2643,2.2066,2.1616,2.1176,2.0629,1.9791,1.8642,1.7445
AUT,Austria,Median,,,,,,28.0377,27.2018,26.3596,25.4884,24.5856,23.6715,22.7580,21.8975,21.1830,20.6406,20.2074,19.7404,19.2356,18.8714,18.7928,18.8794,18.8937,18.6001,17.8355,16.5289,14.8956,13.2292,11.7178,10.4833,9.5726,8.9137,8.3815,7.8995,7.4490,7.0178,6.5773,6.1029,5.6154,5.1825,4.8578,4.6144,4.4014,4.1897,3.9709,3.7465,3.5367,3.3604,3.2297,3.1459,3.1030,3.0867,3.0740,3.0472,2.9991,2.9269,2.8387,2.7529,2.6781,2.6148,2.5594,2.5066,2.4541,2.3966,2.3405,2.2900,2.2454,2.2014,2.1579,2.1086,2.0628
AUT,Austria,Upper,,,,,,29.1522,28.2426,27.3461,26.4628,25.4901,24.5319,23.5939,22.6618,21.9219,21.3274,20.8726,20.3996,19.8565,19.4889,19.4104,19.4807,19.5108,19.1993,18.4546,17.0768,15.3949,13.6995,12.1451,10.8933,9.9559,9.2765,8.7440,8.2335,7.7784,7.3222,6.8697,6.3893,5.8828,5.4503,5.1089,4.8499,4.6321,4.3965,4.1719,3.9309,3.7159,3.5382,3.4005,3.3171,3.2708,3.2517,3.2476,3.2153,3.1693,3.0878,2.9918,2.9100,2.8300,2.7651,2.7059,2.6540,2.6006,2.5377,2.4805,2.4269,2.3792,2.3463,2.3424,2.3772,2.4395
AZE,Azerbaijan,Lower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3519,25.6699,25.7589,25.7914,25.9166,26.2685,26.6692,27.3394,28.3118,29.2258,30.2033,30.8014,31.1665,31.1902,30.8687,30.4171,29.5566,28.3088,26.9595,25.5665,24.2893,22.9752,21.7538,20.6324,19.4856,18.3894,17.2012,15.9820,14.8750,13.6736,12.6455,11.4490,10.2229,9.0937,8.1061,7.2703,6.5512
AZE,Azerbaijan,Median,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8564,32.4563,32.0967,31.8086,31.6292,31.7899,32.2337,32.8933,33.7716,34.7021,35.5241,36.1443,36.4626,36.5799,36.3532,35.7119,34.7414,33.4714,32.0729,30.6607,29.2131,27.7643,26.3492,24.9900,23.6666,22.4047,21.1754,19.9404,18.7384,17.6166,16.5643,15.4297,14.2428,13.2021,12.2488,11.5197,10.8918
